product,production_date,carton barcode,not applicable,shit
565841,21/03/2023,-184314.53,fgh,gdsdth
565841,22/03/2023,-186494.86,fgh,gdsdth
565841,23/03/2023,-188675.20,fgh,gdsdth
565841,24/03/2023,-190855.54,fgh,gdsdth
565841,25/03/2023,-193035.87,fgh,gdsdth
565841,26/03/2023,-195216.21,fgh,gdsdth
565841,27/03/2023,-197396.55,fdgh,gdsdth
565841,28/03/2023,-199576.88,gdh,gdsdth
565841,29/03/2023,-201757.22,gdf,gdsdth
565841,30/03/2023,-203937.55,dsgv,gdsdth
565841,31/03/2023,-206117.89,n hn,gdsdth
565841,1/04/2023,-208298.23,fgh,gdsdth
565841,2/04/2023,-210478.56,fgh,gdsdth
565841,3/04/2023,-212658.90,fgh,gdsdth
565841,4/04/2023,-214839.24,fgh,gdsdth
565841,5/04/2023,-217019.57,fgh,gdsdth
565841,6/04/2023,-219199.91,fgh,gdsdth
565841,7/04/2023,-221380.25,fdgh,gdsdth
565841,8/04/2023,-223560.58,gdh,gdsdth
565841,9/04/2023,-225740.92,gdf,gdsdth
565841,10/04/2023,-227921.25,dsgv,gdsdth
565841,11/04/2023,-230101.59,n hn,gdsdth
565841,12/04/2023,-232281.93,fgh,gdsdth
565841,13/04/2023,-234462.26,fgh,gdsdth
565841,14/04/2023,-236642.60,fgh,gdsdth
565841,15/04/2023,-238822.94,fgh,gdsdth
565841,16/04/2023,-241003.27,fgh,gdsdth
565841,17/04/2023,-243183.61,fgh,gdsdth
565841,18/04/2023,-245363.95,fdgh,gdsdth
565841,19/04/2023,-247544.28,gdh,gdsdth
565841,20/04/2023,-249724.62,gdf,gdsdth
565841,21/04/2023,-251904.95,dsgv,gdsdth
565841,22/04/2023,-254085.29,n hn,gdsdth
565841,23/04/2023,-256265.63,fgh,gdsdth
565841,24/04/2023,-258445.96,fgh,gdsdth
565841,25/04/2023,-260626.30,fgh,gdsdth
565841,26/04/2023,-262806.64,fgh,gdsdth
565841,27/04/2023,-264986.97,fgh,gdsdth
565841,28/04/2023,-267167.31,fgh,gdsdth
565841,29/04/2023,-269347.65,fdgh,gdsdth
565841,30/04/2023,-271527.98,gdh,gdsdth
565841,1/05/2023,-273708.32,gdf,gdsdth
565841,2/05/2023,-275888.65,dsgv,gdsdth
565841,3/05/2023,-278068.99,n hn,gdsdth
565841,4/05/2023,-280249.33,fgh,gdsdth
565841,5/05/2023,-282429.66,fgh,gdsdth
565841,6/05/2023,-284610.00,fgh,gdsdth
565841,7/05/2023,-286790.34,fgh,gdsdth
565841,8/05/2023,-288970.67,fgh,gdsdth
565841,9/05/2023,-291151.01,fgh,gdsdth
565841,10/05/2023,-293331.35,fdgh,gdsdth
565841,11/05/2023,-295511.68,gdh,gdsdth
565841,12/05/2023,-297692.02,gdf,gdsdth
565841,13/05/2023,-299872.35,dsgv,gdsdth
565841,14/05/2023,-302052.69,n hn,gdsdth
565841,15/05/2023,-304233.03,fgh,gdsdth
565841,16/05/2023,-306413.36,fgh,gdsdth
565841,17/05/2023,-308593.70,fgh,gdsdth
565841,18/05/2023,-310774.04,fgh,gdsdth
565841,19/05/2023,-312954.37,fgh,gdsdth
565841,20/05/2023,-315134.71,fgh,gdsdth
565841,21/05/2023,-317315.05,fdgh,gdsdth
565841,22/05/2023,-319495.38,gdh,gdsdth
565841,23/05/2023,-321675.72,gdf,gdsdth
565841,24/05/2023,-323856.05,dsgv,gdsdth
565841,25/05/2023,-326036.39,n hn,gdsdth
565841,26/05/2023,-328216.73,fgh,gdsdth
565841,27/05/2023,-330397.06,fgh,gdsdth
565841,28/05/2023,-332577.40,fgh,gdsdth
565841,29/05/2023,-334757.74,fgh,gdsdth
565841,30/05/2023,-336938.07,fgh,gdsdth
565841,31/05/2023,-339118.41,fgh,gdsdth
565841,1/06/2023,-341298.75,fdgh,gdsdth
565841,2/06/2023,-343479.08,gdh,gdsdth
565841,3/06/2023,-345659.42,gdf,gdsdth
565841,4/06/2023,-347839.75,dsgv,gdsdth
565841,5/06/2023,-350020.09,n hn,gdsdth
565841,6/06/2023,-352200.43,fgh,gdsdth
565841,7/06/2023,-354380.76,fgh,gdsdth
565841,8/06/2023,-356561.10,fgh,gdsdth
565841,9/06/2023,-358741.44,fgh,gdsdth
565841,10/06/2023,-360921.77,fgh,gdsdth
565841,11/06/2023,-363102.11,fgh,gdsdth
565841,12/06/2023,-365282.45,fdgh,gdsdth
565841,13/06/2023,-367462.78,gdh,gdsdth
565841,14/06/2023,-369643.12,gdf,gdsdth
565841,15/06/2023,-371823.45,dsgv,gdsdth
565841,16/06/2023,-374003.79,n hn,gdsdth
565841,17/06/2023,-376184.13,fgh,gdsdth
565841,18/06/2023,-378364.46,fgh,gdsdth
565841,19/06/2023,-380544.80,fgh,gdsdth
565841,20/06/2023,-382725.14,fgh,gdsdth
565841,21/06/2023,-384905.47,fgh,gdsdth
565841,22/06/2023,-387085.81,fgh,gdsdth
565841,23/06/2023,-389266.15,fdgh,gdsdth
565841,24/06/2023,-391446.48,gdh,gdsdth
565841,25/06/2023,-393626.82,gdf,gdsdth
565841,26/06/2023,-395807.15,dsgv,gdsdth
565841,27/06/2023,-397987.49,n hn,gdsdth
565841,28/06/2023,-400167.83,fgh,gdsdth
565841,29/06/2023,-402348.16,fgh,gdsdth
565841,30/06/2023,-404528.50,fgh,gdsdth
565841,1/07/2023,-406708.84,fgh,gdsdth
565841,2/07/2023,-408889.17,fgh,gdsdth
565841,3/07/2023,-411069.51,fgh,gdsdth
565841,4/07/2023,-413249.85,fdgh,gdsdth
565841,5/07/2023,-415430.18,gdh,gdsdth
565841,6/07/2023,-417610.52,gdf,gdsdth
565841,7/07/2023,-419790.85,dsgv,gdsdth
565841,8/07/2023,-421971.19,n hn,gdsdth
565841,9/07/2023,-424151.53,fgh,gdsdth
565841,10/07/2023,-426331.86,fgh,gdsdth
565841,11/07/2023,-428512.20,fgh,gdsdth
565841,12/07/2023,-430692.54,fgh,gdsdth
565841,13/07/2023,-432872.87,fgh,gdsdth
565841,14/07/2023,-435053.21,fgh,gdsdth
565841,15/07/2023,-437233.55,fdgh,gdsdth
565841,16/07/2023,-439413.88,gdh,gdsdth
565841,17/07/2023,-441594.22,gdf,gdsdth
565841,18/07/2023,-443774.55,dsgv,gdsdth
565841,19/07/2023,-445954.89,n hn,gdsdth
565841,20/07/2023,-448135.23,fgh,gdsdth
565841,21/07/2023,-450315.56,fgh,gdsdth
565841,22/07/2023,-452495.90,fgh,gdsdth
565841,23/07/2023,-454676.24,fgh,gdsdth
565841,24/07/2023,-456856.57,fgh,gdsdth
565841,25/07/2023,-459036.91,fgh,gdsdth
565841,26/07/2023,-461217.25,fdgh,gdsdth
565841,27/07/2023,-463397.58,gdh,gdsdth
565841,28/07/2023,-465577.92,gdf,gdsdth
565841,29/07/2023,-467758.25,dsgv,gdsdth
565841,30/07/2023,-469938.59,n hn,gdsdth
565841,31/07/2023,-472118.93,fgh,gdsdth
565841,1/08/2023,-474299.26,fgh,gdsdth
565841,2/08/2023,-476479.60,fgh,gdsdth
565841,3/08/2023,-478659.94,fgh,gdsdth
565841,4/08/2023,-480840.27,fgh,gdsdth
565841,5/08/2023,-483020.61,fgh,gdsdth
565841,6/08/2023,-485200.95,fdgh,gdsdth
565841,7/08/2023,-487381.28,gdh,gdsdth
565841,8/08/2023,-489561.62,gdf,gdsdth
565841,9/08/2023,-491741.95,dsgv,gdsdth
565841,10/08/2023,-493922.29,n hn,gdsdth
565841,11/08/2023,-496102.63,fgh,gdsdth
565841,12/08/2023,-498282.96,fgh,gdsdth
565841,13/08/2023,-500463.30,fgh,gdsdth
565841,14/08/2023,-502643.64,fgh,gdsdth
565841,15/08/2023,-504823.97,fgh,gdsdth
565841,16/08/2023,-507004.31,fgh,gdsdth
565841,17/08/2023,-509184.65,fdgh,gdsdth
565841,18/08/2023,-511364.98,gdh,gdsdth
565841,19/08/2023,-513545.32,gdf,gdsdth
565841,20/08/2023,-515725.65,dsgv,gdsdth
565841,21/08/2023,-517905.99,n hn,gdsdth
565841,22/08/2023,-520086.33,fgh,gdsdth
565841,23/08/2023,-522266.66,fgh,gdsdth
565841,24/08/2023,-524447.00,fgh,gdsdth
565841,25/08/2023,-526627.34,fgh,gdsdth
565841,26/08/2023,-528807.67,fgh,gdsdth
565841,27/08/2023,-530988.01,fgh,gdsdth
565841,28/08/2023,-533168.35,fdgh,gdsdth
565841,29/08/2023,-535348.68,gdh,gdsdth
565841,30/08/2023,-537529.02,gdf,gdsdth
565841,31/08/2023,-539709.35,dsgv,gdsdth
565841,1/09/2023,-541889.69,n hn,gdsdth
565841,2/09/2023,-544070.03,fgh,gdsdth
565841,3/09/2023,-546250.36,fgh,gdsdth
565841,4/09/2023,-548430.70,fgh,gdsdth
565841,5/09/2023,-550611.04,fgh,gdsdth
565841,6/09/2023,-552791.37,fgh,gdsdth
565841,7/09/2023,-554971.71,fgh,gdsdth
565841,8/09/2023,-557152.05,fdgh,gdsdth
565841,9/09/2023,-559332.38,gdh,gdsdth
565841,10/09/2023,-561512.72,gdf,gdsdth
565841,11/09/2023,-563693.05,dsgv,gdsdth
565841,12/09/2023,-565873.39,n hn,gdsdth
565841,13/09/2023,-568053.73,fgh,gdsdth
565841,14/09/2023,-570234.06,fgh,gdsdth
565841,15/09/2023,-572414.40,fgh,gdsdth
565841,16/09/2023,-574594.74,fgh,gdsdth
565841,17/09/2023,-576775.07,fgh,gdsdth
565841,18/09/2023,-578955.41,fgh,gdsdth
565841,19/09/2023,-581135.75,fdgh,gdsdth
565841,20/09/2023,-583316.08,gdh,gdsdth
565841,21/09/2023,-585496.42,gdf,gdsdth
565841,22/09/2023,-587676.75,dsgv,gdsdth
565841,23/09/2023,-589857.09,n hn,gdsdth
565841,24/09/2023,-592037.43,fgh,gdsdth
565841,25/09/2023,-594217.76,fgh,gdsdth
565841,26/09/2023,-596398.10,fgh,gdsdth
565841,27/09/2023,-598578.44,fgh,gdsdth
565841,28/09/2023,-600758.77,fgh,gdsdth
565841,29/09/2023,-602939.11,fgh,gdsdth
565841,30/09/2023,-605119.45,fdgh,gdsdth
565841,1/10/2023,-607299.78,gdh,gdsdth
565841,2/10/2023,-609480.12,gdf,gdsdth
565841,3/10/2023,-611660.45,dsgv,gdsdth
565841,4/10/2023,-613840.79,n hn,gdsdth
565841,5/10/2023,-616021.13,fgh,gdsdth
565841,6/10/2023,-618201.46,fgh,gdsdth
565841,7/10/2023,-620381.80,fgh,gdsdth
565841,8/10/2023,-622562.14,fgh,gdsdth
565841,9/10/2023,-624742.47,fgh,gdsdth
565841,10/10/2023,-626922.81,fgh,gdsdth
565841,11/10/2023,-629103.15,fdgh,gdsdth
565841,12/10/2023,-631283.48,gdh,gdsdth
565841,13/10/2023,-633463.82,gdf,gdsdth
565841,14/10/2023,-635644.15,dsgv,gdsdth
565841,15/10/2023,-637824.49,n hn,gdsdth
565841,16/10/2023,-640004.83,fgh,gdsdth
565841,17/10/2023,-642185.16,fgh,gdsdth
565841,18/10/2023,-644365.50,fgh,gdsdth
565841,19/10/2023,-646545.84,fgh,gdsdth
565841,20/10/2023,-648726.17,fgh,gdsdth
565841,21/10/2023,-650906.51,fgh,gdsdth
565841,22/10/2023,-653086.85,fdgh,gdsdth
565841,23/10/2023,-655267.18,gdh,gdsdth
565841,24/10/2023,-657447.52,gdf,gdsdth
565841,25/10/2023,-659627.85,dsgv,gdsdth
565841,26/10/2023,-661808.19,n hn,gdsdth
565841,27/10/2023,-663988.53,fgh,gdsdth
565841,28/10/2023,-666168.86,fgh,gdsdth
565841,29/10/2023,-668349.20,fgh,gdsdth
565841,30/10/2023,-670529.54,fgh,gdsdth
565841,31/10/2023,-672709.87,fgh,gdsdth
565841,1/11/2023,-674890.21,fgh,gdsdth
565841,2/11/2023,-677070.55,fdgh,gdsdth
565841,3/11/2023,-679250.88,gdh,gdsdth
565841,4/11/2023,-681431.22,gdf,gdsdth
565841,5/11/2023,-683611.55,dsgv,gdsdth
565841,6/11/2023,-685791.89,n hn,gdsdth
565841,7/11/2023,-687972.23,fgh,gdsdth
565841,8/11/2023,-690152.56,fgh,gdsdth
565841,9/11/2023,-692332.90,fgh,gdsdth
565841,10/11/2023,-694513.24,fgh,gdsdth
565841,11/11/2023,-696693.57,fgh,gdsdth
565841,12/11/2023,-698873.91,fgh,gdsdth
565841,13/11/2023,-701054.25,fdgh,gdsdth
565841,14/11/2023,-703234.58,gdh,gdsdth
565841,15/11/2023,-705414.92,gdf,gdsdth
565841,16/11/2023,-707595.25,dsgv,gdsdth
565841,17/11/2023,-709775.59,n hn,gdsdth
565841,18/11/2023,-711955.93,fgh,gdsdth
565841,19/11/2023,-714136.26,fgh,gdsdth
565841,20/11/2023,-716316.60,fgh,gdsdth
565841,21/11/2023,-718496.94,fgh,gdsdth
565841,22/11/2023,-720677.27,fgh,gdsdth
565841,23/11/2023,-722857.61,fgh,gdsdth
565841,24/11/2023,-725037.95,fdgh,gdsdth
565841,25/11/2023,-727218.28,gdh,gdsdth
565841,26/11/2023,-729398.62,gdf,gdsdth
565841,27/11/2023,-731578.95,dsgv,gdsdth
565841,28/11/2023,-733759.29,n hn,gdsdth
565841,29/11/2023,-735939.63,fgh,gdsdth
565841,30/11/2023,-738119.96,fgh,gdsdth
565841,1/12/2023,-740300.30,fgh,gdsdth
565841,2/12/2023,-742480.64,fgh,gdsdth
565841,3/12/2023,-744660.97,fgh,gdsdth
565841,4/12/2023,-746841.31,fgh,gdsdth
565841,5/12/2023,-749021.65,fdgh,gdsdth
565841,6/12/2023,-751201.98,gdh,gdsdth
565841,7/12/2023,-753382.32,gdf,gdsdth
565841,8/12/2023,-755562.65,dsgv,gdsdth
565841,9/12/2023,-757742.99,n hn,gdsdth
565841,10/12/2023,-759923.33,fgh,gdsdth
565841,11/12/2023,-762103.66,fgh,gdsdth
565841,12/12/2023,-764284.00,fgh,gdsdth
565841,13/12/2023,-766464.34,fgh,gdsdth
565841,14/12/2023,-768644.67,fgh,gdsdth
565841,15/12/2023,-770825.01,fgh,gdsdth
565841,16/12/2023,-773005.35,fdgh,gdsdth
565841,17/12/2023,-775185.68,gdh,gdsdth
565841,18/12/2023,-777366.02,gdf,gdsdth
565841,19/12/2023,-779546.35,dsgv,gdsdth
565841,20/12/2023,-781726.69,n hn,gdsdth
565841,21/12/2023,-783907.03,fgh,gdsdth
565841,22/12/2023,-786087.36,fgh,gdsdth
565841,23/12/2023,-788267.70,fgh,gdsdth
565841,24/12/2023,-790448.04,fgh,gdsdth
565841,25/12/2023,-792628.37,fgh,gdsdth
565841,26/12/2023,-794808.71,fgh,gdsdth
565841,27/12/2023,-796989.05,fdgh,gdsdth
565841,28/12/2023,-799169.38,gdh,gdsdth
565841,29/12/2023,-801349.72,gdf,gdsdth
565841,30/12/2023,-803530.05,dsgv,gdsdth
565841,31/12/2023,-805710.39,n hn,gdsdth
565841,1/01/2024,-807890.73,fgh,gdsdth
565841,2/01/2024,-810071.06,fgh,gdsdth
565841,3/01/2024,-812251.40,fgh,gdsdth
565841,4/01/2024,-814431.74,fgh,gdsdth
565841,5/01/2024,-816612.07,fgh,gdsdth
565841,6/01/2024,-818792.41,fgh,gdsdth
565841,7/01/2024,-820972.75,fdgh,gdsdth
565841,8/01/2024,-823153.08,gdh,gdsdth
565841,9/01/2024,-825333.42,gdf,gdsdth
565841,10/01/2024,-827513.75,dsgv,gdsdth
565841,11/01/2024,-829694.09,n hn,gdsdth
565841,12/01/2024,-831874.43,fgh,gdsdth
565841,13/01/2024,-834054.76,fgh,gdsdth
565841,14/01/2024,-836235.10,fgh,gdsdth
565841,15/01/2024,-838415.44,fgh,gdsdth
565841,16/01/2024,-840595.77,fgh,gdsdth
565841,17/01/2024,-842776.11,fgh,gdsdth
565841,18/01/2024,-844956.45,fdgh,gdsdth
565841,19/01/2024,-847136.78,gdh,gdsdth
565841,20/01/2024,-849317.12,gdf,gdsdth
565841,21/01/2024,-851497.45,dsgv,gdsdth
565841,22/01/2024,-853677.79,n hn,gdsdth
565841,23/01/2024,-855858.13,fgh,gdsdth
565841,24/01/2024,-858038.46,fgh,gdsdth
565841,25/01/2024,-860218.80,fgh,gdsdth
565841,26/01/2024,-862399.14,fgh,gdsdth
565841,27/01/2024,-864579.47,fgh,gdsdth
565841,28/01/2024,-866759.81,fgh,gdsdth
565841,29/01/2024,-868940.15,fdgh,gdsdth
565841,30/01/2024,-871120.48,gdh,gdsdth
565841,31/01/2024,-873300.82,gdf,gdsdth
565841,1/02/2024,-875481.15,dsgv,gdsdth
565841,2/02/2024,-877661.49,n hn,gdsdth
565841,3/02/2024,-879841.83,fgh,gdsdth
565841,4/02/2024,-882022.16,fgh,gdsdth
565841,5/02/2024,-884202.50,fgh,gdsdth
565841,6/02/2024,-886382.84,fgh,gdsdth
565841,7/02/2024,-888563.17,fgh,gdsdth
565841,8/02/2024,-890743.51,fgh,gdsdth
565841,9/02/2024,-892923.85,fdgh,gdsdth
565841,10/02/2024,-895104.18,gdh,gdsdth
565841,11/02/2024,-897284.52,gdf,gdsdth
565841,12/02/2024,-899464.85,dsgv,gdsdth
565841,13/02/2024,-901645.19,n hn,gdsdth
565841,14/02/2024,-903825.53,fgh,gdsdth
565841,15/02/2024,-906005.86,fgh,gdsdth
565841,16/02/2024,-908186.20,fgh,gdsdth
565841,17/02/2024,-910366.54,fgh,gdsdth
565841,18/02/2024,-912546.87,fgh,gdsdth
565841,19/02/2024,-914727.21,fgh,gdsdth
565841,20/02/2024,-916907.55,fdgh,gdsdth
565841,21/02/2024,-919087.88,gdh,gdsdth
565841,22/02/2024,-921268.22,gdf,gdsdth
565841,23/02/2024,-923448.55,dsgv,gdsdth
565841,24/02/2024,-925628.89,n hn,gdsdth
565841,25/02/2024,-927809.23,fgh,gdsdth
565841,26/02/2024,-929989.56,fgh,gdsdth
565841,27/02/2024,-932169.90,fgh,gdsdth
565841,28/02/2024,-934350.24,fgh,gdsdth
565841,29/02/2024,-936530.57,fgh,gdsdth
565841,1/03/2024,-938710.91,fgh,gdsdth
565841,2/03/2024,-940891.25,fdgh,gdsdth
565841,3/03/2024,-943071.58,gdh,gdsdth
565841,4/03/2024,-945251.92,gdf,gdsdth
565841,5/03/2024,-947432.25,dsgv,gdsdth
565841,6/03/2024,-949612.59,n hn,gdsdth
565841,7/03/2024,-951792.93,fgh,gdsdth
565841,8/03/2024,-953973.26,fgh,gdsdth
565841,9/03/2024,-956153.60,fgh,gdsdth
565841,10/03/2024,-958333.94,fgh,gdsdth
565841,11/03/2024,-960514.27,fgh,gdsdth
565841,12/03/2024,-962694.61,fgh,gdsdth
565841,13/03/2024,-964874.95,fdgh,gdsdth
565841,14/03/2024,-967055.28,gdh,gdsdth
565841,15/03/2024,-969235.62,gdf,gdsdth
565841,16/03/2024,-971415.95,dsgv,gdsdth
565841,17/03/2024,-973596.29,n hn,gdsdth
565841,18/03/2024,-975776.63,fgh,gdsdth
565841,19/03/2024,-977956.96,fgh,gdsdth
565841,20/03/2024,-980137.30,fgh,gdsdth
565841,21/03/2024,-982317.64,fgh,gdsdth
565841,22/03/2024,-984497.97,fgh,gdsdth
565841,23/03/2024,-986678.31,fgh,gdsdth
565841,24/03/2024,-988858.65,fdgh,gdsdth
565841,25/03/2024,-991038.98,gdh,gdsdth
565841,26/03/2024,-993219.32,gdf,gdsdth
565841,27/03/2024,-995399.65,dsgv,gdsdth
565841,28/03/2024,-997579.99,n hn,gdsdth
565841,29/03/2024,-999760.33,fgh,gdsdth
565841,30/03/2024,-1001940.66,fgh,gdsdth
565841,31/03/2024,-1004121.00,fgh,gdsdth
565841,1/04/2024,-1006301.34,fgh,gdsdth
565841,2/04/2024,-1008481.67,fgh,gdsdth
565841,3/04/2024,-1010662.01,fgh,gdsdth
565841,4/04/2024,-1012842.35,fdgh,gdsdth
565841,5/04/2024,-1015022.68,gdh,gdsdth
565841,6/04/2024,-1017203.02,gdf,gdsdth
565841,7/04/2024,-1019383.35,dsgv,gdsdth
565841,8/04/2024,-1021563.69,n hn,gdsdth
565841,9/04/2024,-1023744.03,fgh,gdsdth
565841,10/04/2024,-1025924.36,fgh,gdsdth
565841,11/04/2024,-1028104.70,fgh,gdsdth
565841,12/04/2024,-1030285.04,fgh,gdsdth
565841,13/04/2024,-1032465.37,fgh,gdsdth
565841,14/04/2024,-1034645.71,fgh,gdsdth
565841,15/04/2024,-1036826.05,fdgh,gdsdth
565841,16/04/2024,-1039006.38,gdh,gdsdth
565841,17/04/2024,-1041186.72,gdf,gdsdth
565841,18/04/2024,-1043367.05,dsgv,gdsdth
565841,19/04/2024,-1045547.39,n hn,gdsdth
565841,20/04/2024,-1047727.73,fgh,gdsdth
565841,21/04/2024,-1049908.06,fgh,gdsdth
565841,22/04/2024,-1052088.40,fgh,gdsdth
565841,23/04/2024,-1054268.74,fgh,gdsdth
565841,24/04/2024,-1056449.07,fgh,gdsdth
565841,25/04/2024,-1058629.41,fgh,gdsdth
565841,26/04/2024,-1060809.75,fdgh,gdsdth
565841,27/04/2024,-1062990.08,gdh,gdsdth
565841,28/04/2024,-1065170.42,gdf,gdsdth
565841,29/04/2024,-1067350.75,dsgv,gdsdth
565841,30/04/2024,-1069531.09,n hn,gdsdth
565841,1/05/2024,-1071711.43,fgh,gdsdth
565841,2/05/2024,-1073891.76,fgh,gdsdth
565841,3/05/2024,-1076072.10,fgh,gdsdth
565841,4/05/2024,-1078252.44,fgh,gdsdth
565841,5/05/2024,-1080432.77,fgh,gdsdth
565841,6/05/2024,-1082613.11,fgh,gdsdth
565841,7/05/2024,-1084793.45,fdgh,gdsdth
565841,8/05/2024,-1086973.78,gdh,gdsdth
565841,9/05/2024,-1089154.12,gdf,gdsdth
565841,10/05/2024,-1091334.45,dsgv,gdsdth
565841,11/05/2024,-1093514.79,n hn,gdsdth
565841,12/05/2024,-1095695.13,fgh,gdsdth
565841,13/05/2024,-1097875.46,fgh,gdsdth
565841,14/05/2024,-1100055.80,fgh,gdsdth
565841,15/05/2024,-1102236.14,fgh,gdsdth
565841,16/05/2024,-1104416.47,fgh,gdsdth
565841,17/05/2024,-1106596.81,fgh,gdsdth
565841,18/05/2024,-1108777.15,fdgh,gdsdth
565841,19/05/2024,-1110957.48,gdh,gdsdth
565841,20/05/2024,-1113137.82,gdf,gdsdth
565841,21/05/2024,-1115318.15,dsgv,gdsdth
565841,22/05/2024,-1117498.49,n hn,gdsdth
565841,23/05/2024,-1119678.83,fgh,gdsdth
565841,24/05/2024,-1121859.16,fgh,gdsdth
565841,25/05/2024,-1124039.50,fgh,gdsdth
